Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
1,58,-0.49,0.00,-0.51,1,0,-3.77,6.49,0.00,100.00,0,43.10,32.76,10.34,10.34,1.72,ResourceConsumed,0,0
2,37,-0.50,-0.50,-0.51,1,0,-3.49,6.68,0.00,100.00,0,45.95,40.54,2.70,2.70,5.41,ResourceConsumed,0,0
3,43,-0.50,-0.50,-0.51,1,0,-3.57,6.62,0.00,100.00,0,44.19,39.53,4.65,4.65,4.65,ResourceConsumed,0,0
4,59,-0.50,-0.50,-0.51,1,0,-3.78,6.48,0.00,100.00,0,38.98,30.51,8.47,10.17,10.17,ResourceConsumed,0,0
5,39,-0.50,-0.50,-0.51,1,0,-3.51,6.66,0.00,100.00,0,33.33,46.15,5.13,10.26,2.56,ResourceConsumed,0,0
6,38,-0.50,-0.50,-0.51,1,0,-3.50,6.67,0.00,100.00,0,28.95,44.74,5.26,10.53,7.89,ResourceConsumed,0,0
7,34,-0.50,-0.50,-0.51,1,0,-3.45,6.70,0.00,100.00,0,23.53,52.94,5.88,5.88,8.82,ResourceConsumed,0,0
8,44,-0.50,-0.50,-0.51,1,0,-3.58,6.61,0.00,100.00,0,34.09,45.45,4.55,9.09,4.55,ResourceConsumed,0,0
9,47,-0.50,-0.50,-0.51,1,0,-3.62,6.59,0.00,100.00,0,36.17,40.43,8.51,8.51,4.26,ResourceConsumed,0,0
10,32,-0.50,-0.50,-0.51,1,0,-3.42,6.72,0.00,99.99,0,25.00,56.25,6.25,6.25,3.13,ResourceConsumed,0,0
