Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
1,334,-2.78,0.00,-4.68,6,0,1.49,-15.01,0.00,100.01,0,58.70,10.91,18.29,5.01,5.31,WaterLevelOutOfRange,0,0
2,224,-0.64,0.00,-4.61,0,0,-15.01,-14.01,0.00,73.42,16,2.69,78.92,4.48,10.31,3.59,FoodLevelOutOfRange,0,0
3,224,-0.61,0.00,-1.23,0,0,-15.01,-14.01,0.00,76.59,15,3.14,85.65,3.14,6.28,1.79,FoodLevelOutOfRange,0,0
4,335,-2.50,0.00,-4.13,5,0,-1.51,-15.01,0.00,85.55,6,51.03,17.99,10.32,6.49,12.68,WaterLevelOutOfRange,0,0
5,335,-0.71,0.00,-3.64,2,0,-10.51,-15.01,0.00,100.01,0,1.79,10.42,3.87,0.60,82.74,WaterLevelOutOfRange,0,0
6,224,-0.75,0.00,-1.42,0,0,-15.01,-14.01,0.00,23.50,6,3.14,40.36,1.79,53.81,0.90,FoodLevelOutOfRange,0,0
7,224,-0.63,0.00,-1.42,0,0,-15.01,-14.01,0.00,73.43,9,1.79,74.89,1.79,19.73,1.79,FoodLevelOutOfRange,0,0
8,224,-0.62,0.00,-1.23,0,0,-15.01,-14.01,0.00,82.79,5,1.79,79.37,2.24,15.70,0.90,FoodLevelOutOfRange,0,0
9,224,-0.63,0.00,-1.22,0,0,-15.01,-14.01,0.00,80.89,11,1.79,80.72,1.35,14.80,1.35,FoodLevelOutOfRange,0,0
10,224,-0.62,0.00,-1.22,0,0,-15.01,-14.01,0.00,78.14,6,2.69,80.27,0.90,13.90,2.24,FoodLevelOutOfRange,0,0
11,224,-0.60,0.00,-1.22,0,0,-15.01,-14.01,0.00,84.70,3,1.35,27.80,3.59,1.79,65.47,FoodLevelOutOfRange,0,0
12,224,-0.63,0.00,-1.25,0,0,-15.01,-14.01,0.00,64.69,5,4.48,81.17,1.35,10.76,2.24,FoodLevelOutOfRange,0,0
13,224,-0.61,0.00,-1.25,0,0,-15.01,-14.01,0.00,76.14,24,1.35,86.55,3.59,5.38,3.14,FoodLevelOutOfRange,0,0
14,224,-0.65,0.00,-1.22,0,1,-15.01,-11.01,0.00,77.67,12,1.79,86.61,1.34,5.80,4.02,FoodLevelOutOfRange,0,0
15,224,-0.62,0.00,-1.21,0,0,-15.01,-14.01,0.00,85.88,6,1.79,22.42,2.24,8.07,65.47,FoodLevelOutOfRange,0,0
16,224,-0.63,0.00,-1.25,0,0,-15.01,-14.01,0.00,65.93,15,2.69,72.65,2.24,18.83,3.59,FoodLevelOutOfRange,0,0
17,224,-0.64,0.00,-1.26,0,0,-15.01,-14.01,0.00,63.24,11,2.24,78.48,2.24,14.80,2.24,FoodLevelOutOfRange,0,0
18,224,-0.64,0.00,-1.26,0,0,-15.01,-14.01,0.00,70.54,8,1.79,78.92,2.24,14.80,2.24,FoodLevelOutOfRange,0,0
19,224,-0.62,0.00,-1.24,0,0,-15.01,-14.01,0.00,72.20,11,3.14,84.75,1.35,6.73,4.04,FoodLevelOutOfRange,0,0
20,335,-2.36,0.00,-3.46,4,0,-4.51,-15.01,0.00,88.63,5,52.07,18.05,16.86,7.69,4.14,WaterLevelOutOfRange,0,0
21,224,-0.64,0.00,-2.70,0,0,-15.01,-14.01,0.00,62.97,10,1.35,84.75,1.35,11.21,1.35,FoodLevelOutOfRange,0,0
22,335,-3.14,0.00,-4.39,5,0,-1.51,-15.01,0.00,99.03,1,74.04,10.62,7.37,1.18,5.31,WaterLevelOutOfRange,0,0
23,335,-2.97,0.00,-3.85,5,0,-1.51,-15.01,0.00,100.01,0,71.39,9.14,10.62,2.95,4.42,WaterLevelOutOfRange,0,0
24,224,-0.62,0.00,-3.64,0,0,-15.01,-14.01,0.00,79.43,10,3.59,87.89,0.45,6.28,1.79,FoodLevelOutOfRange,0,0
25,224,-0.64,0.00,-1.22,0,0,-15.01,-14.01,0.00,77.57,9,2.24,71.30,1.79,14.35,10.31,FoodLevelOutOfRange,0,0
