Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
1,39,-0.65,0.00,-0.67,1,0,-7.51,6.66,0.17,100.00,0,53.85,28.21,7.69,5.13,2.56,ResourceConsumed,0,0
2,45,-0.67,-0.66,-0.67,1,0,-7.59,6.60,0.34,98.33,2,44.44,40.00,6.67,4.44,2.22,ResourceConsumed,0,0
3,33,-0.66,-0.66,-0.67,1,0,-7.43,6.71,0.04,100.00,0,51.52,33.33,6.06,3.03,3.03,ResourceConsumed,0,0
4,35,-0.66,-0.66,-0.67,1,0,-7.46,6.69,0.22,100.00,0,40.00,34.29,11.43,8.57,2.86,ResourceConsumed,0,0
5,32,-0.66,-0.66,-0.67,1,0,-7.42,6.72,0.03,100.00,0,34.38,37.50,9.38,12.50,3.13,ResourceConsumed,0,0
6,33,-0.66,-0.66,-0.67,1,0,-7.43,6.71,0.04,100.00,0,42.42,33.33,9.09,6.06,6.06,ResourceConsumed,0,0
7,31,-0.66,-0.66,-0.67,1,0,-7.41,6.73,0.05,100.00,0,41.94,35.48,9.68,3.23,6.45,ResourceConsumed,0,0
8,26,-0.66,-0.66,-0.67,1,0,-7.34,6.78,0.04,100.00,0,38.46,42.31,7.69,3.85,3.85,ResourceConsumed,0,0
9,29,-0.66,-0.66,-0.67,1,0,-7.38,6.75,0.03,100.00,0,37.93,37.93,10.34,6.90,3.45,ResourceConsumed,0,0
10,29,-0.66,-0.66,-0.67,1,0,-7.38,6.75,0.05,100.00,0,41.38,37.93,10.34,3.45,3.45,ResourceConsumed,0,0
