Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
3,150,-0.53,0.00,-1.01,0,0,2.97,3.65,-15.01,100.01,0,3.36,20.81,61.07,13.42,1.34,ThermoLevelOutOfRange,0,0
5,300,-2.15,0.00,-3.72,0,0,0.96,2.31,-3.64,100.00,0,21.07,9.70,39.46,19.40,10.37,MaxStepReached,0,0
7,300,-2.46,-0.01,-3.91,0,0,0.96,2.31,-1.65,100.00,0,24.41,17.06,27.76,23.41,7.36,MaxStepReached,0,0
9,147,-0.56,-0.01,-3.46,0,0,3.02,3.68,-15.01,100.01,0,6.16,26.71,34.93,30.14,2.05,ThermoLevelOutOfRange,0,0
11,300,-2.56,0.00,-3.88,0,0,0.96,2.31,-1.44,100.00,1,24.41,11.37,25.75,28.09,10.37,MaxStepReached,0,0
13,300,-2.37,-0.01,-3.99,0,0,0.96,2.31,-2.35,100.00,0,19.73,12.37,28.76,32.44,6.69,MaxStepReached,0,0
15,300,-2.46,-0.01,-3.69,0,0,0.96,2.31,-0.99,100.00,0,21.40,13.71,21.74,35.45,7.69,MaxStepReached,0,0
17,147,-0.57,-0.01,-3.68,0,0,3.02,3.68,-15.01,100.01,0,4.11,13.01,73.97,6.16,2.74,ThermoLevelOutOfRange,0,0
19,300,-2.29,0.00,-4.04,0,0,0.96,2.31,0.11,96.60,2,19.06,16.72,31.77,25.08,7.36,MaxStepReached,0,0
21,300,-2.27,-0.01,-4.04,0,0,0.96,2.31,-0.68,100.00,0,18.39,11.04,33.78,31.44,5.35,MaxStepReached,0,0
23,147,-0.57,-0.01,-3.78,0,0,3.02,3.68,-15.01,100.01,0,4.79,23.97,42.47,27.40,1.37,ThermoLevelOutOfRange,0,0
25,300,-2.63,0.00,-3.94,0,0,0.96,2.31,-1.93,100.00,1,22.41,15.05,24.75,28.09,9.70,MaxStepReached,0,0
27,300,-2.22,-0.01,-3.88,0,0,0.96,2.31,-5.13,100.00,0,18.73,15.38,32.11,22.74,11.04,MaxStepReached,0,0
29,147,-0.56,-0.01,-2.30,0,0,3.02,3.68,-15.01,100.01,0,2.74,27.40,56.16,11.64,2.05,ThermoLevelOutOfRange,0,0
