3,69,68,6.68,-7.22,0.00,100.00,-17.39,1.00,3.50,None,-1.83,1.87,False,False,False,none,False,
3,70,69,6.66,-7.22,0.00,100.00,-17.39,1.00,3.50,None,-1.83,0.00,False,False,False,none,False,
