5,255,103,3.61,4.07,-7.15,81.04,7.37,1.00,4.54,None,-1.60,0.00,False,False,False,none,False,
5,256,104,3.60,4.06,-7.05,81.05,7.37,1.00,4.54,None,-1.63,0.00,False,False,False,none,False,
