Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
3,23,-7.31,6.79,0.00,46.31,0.00,1.00,-5.50,Forward,-0.51,0.00,False,False,False,none
3,24,-7.32,6.78,0.00,43.18,0.00,1.00,-5.50,Forward,-0.54,0.00,False,False,False,none
3,25,-7.34,6.78,0.00,40.06,0.00,1.00,-5.50,Forward,-0.57,0.00,False,False,False,none
3,26,-7.35,6.77,0.00,36.93,0.00,1.00,-5.50,Forward,-0.60,0.00,False,False,False,none
3,27,-7.36,6.76,0.00,33.81,0.00,1.00,-5.50,Forward,-0.63,0.00,False,False,False,none
3,28,-7.38,6.75,0.00,30.68,0.00,1.00,-5.50,Forward,-0.66,0.00,False,False,False,none
3,29,-7.39,6.74,0.00,27.55,0.00,1.00,-5.50,Forward,-0.69,0.00,False,False,False,none
3,30,-7.41,6.73,0.00,24.43,0.00,1.00,-5.50,Forward,-0.73,0.00,False,False,False,none
3,31,-7.42,6.72,0.00,21.30,0.00,1.00,-5.50,Forward,-0.76,0.00,False,False,False,none
3,32,-7.43,6.71,0.00,18.18,0.00,1.00,-5.50,Forward,-0.79,0.00,False,False,False,none
3,33,-7.45,6.70,0.00,15.05,0.00,1.00,-5.50,Forward,-0.82,0.00,False,False,False,none
3,34,-7.46,6.69,0.00,11.93,0.00,1.00,-5.50,Forward,-0.85,0.00,False,False,False,none
3,35,-7.47,6.69,0.00,8.80,0.00,1.00,-5.50,Forward,-0.88,0.00,False,False,False,none
3,36,-7.49,6.68,0.00,5.68,0.00,1.00,-5.50,Forward,-0.91,0.00,False,False,False,none
3,37,-7.50,6.67,0.00,2.55,0.00,1.00,-5.50,Forward,-0.95,0.00,False,False,False,none
3,38,-7.51,6.66,0.00,-0.58,0.00,1.00,-5.50,Forward,-0.98,0.00,True,False,False,none
3,39,-7.51,6.66,0.00,-0.58,0.00,1.00,-5.50,,-0.98,0.00,True,False,False,none
4,1,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,None,-0.98,0.00,False,False,False,none
4,2,-7.01,6.99,0.00,100.00,0.00,1.00,-12.00,Forward,0.00,0.00,False,False,False,none
4,3,-7.03,6.98,0.00,100.00,0.00,1.00,-10.13,Forward,0.00,1.87,False,False,False,none
4,4,-7.04,6.97,0.00,100.00,0.00,1.00,-8.26,None,0.00,1.87,False,False,False,none
4,5,-7.05,6.96,0.00,100.00,0.00,1.00,-8.26,None,-0.01,0.00,False,False,False,none
4,6,-7.07,6.96,0.00,100.00,0.00,1.00,-8.26,None,-0.01,0.00,False,False,False,none
4,7,-7.08,6.95,0.00,100.00,0.00,1.00,-8.26,None,-0.01,0.00,False,False,False,none
4,8,-7.09,6.94,0.00,100.00,0.00,1.00,-8.26,None,-0.01,0.00,False,False,False,none
4,9,-7.11,6.93,0.00,100.00,0.00,1.00,-8.26,None,-0.01,0.00,False,False,False,none
4,10,-7.12,6.92,0.00,100.00,0.00,1.00,-8.26,None,-0.01,0.00,False,False,False,none
4,11,-7.14,6.91,0.00,100.00,0.00,1.00,-8.26,None,-0.02,0.00,False,False,False,none
4,12,-7.15,6.90,0.00,100.00,0.00,1.00,-8.26,None,-0.02,0.00,False,False,False,none
4,13,-7.16,6.89,0.00,100.00,0.00,1.00,-8.26,None,-0.02,0.00,False,False,False,none
4,14,-7.18,6.88,0.00,100.00,0.00,1.00,-8.26,None,-0.02,0.00,False,False,False,none
4,15,-7.19,6.87,0.00,100.00,0.00,1.00,-8.26,None,-0.02,0.00,False,False,False,none
4,16,-7.20,6.87,0.00,100.00,0.00,1.00,-8.26,None,-0.02,0.00,False,False,False,none
4,17,-7.22,6.86,0.00,100.00,0.00,1.00,-8.26,None,-0.03,0.00,False,False,False,none
4,18,-7.23,6.85,0.00,100.00,0.00,1.00,-8.26,None,-0.03,0.00,False,False,False,none
4,19,-7.24,6.84,0.00,100.00,0.00,1.00,-8.26,None,-0.03,0.00,False,False,False,none
4,20,-7.26,6.83,0.00,100.00,0.00,1.00,-8.26,None,-0.03,0.00,False,False,False,none
4,21,-7.27,6.82,0.00,100.00,0.00,1.00,-8.26,None,-0.03,0.00,False,False,False,none
4,22,-7.28,6.81,0.00,100.00,0.00,1.00,-8.26,None,-0.03,0.00,False,False,False,none
4,23,-7.30,6.80,0.00,100.00,0.00,1.00,-8.26,None,-0.04,0.00,False,False,False,none
4,24,-7.31,6.79,0.00,100.00,0.00,1.00,-8.26,None,-0.04,0.00,False,False,False,none
4,25,-7.32,6.78,0.00,100.00,0.00,1.00,-8.26,None,-0.04,0.00,False,False,False,none
4,26,-7.34,6.78,0.00,100.00,0.00,1.00,-8.26,None,-0.04,0.00,False,False,False,none
4,27,-7.35,6.77,0.00,100.00,0.00,1.00,-8.26,None,-0.04,0.00,False,False,False,none
4,28,-7.36,6.76,0.00,100.00,0.00,1.00,-8.26,None,-0.05,0.00,False,False,False,none
4,29,-7.38,6.75,0.00,100.00,0.00,1.00,-8.26,None,-0.05,0.00,False,False,False,none
4,30,-7.39,6.74,0.00,100.00,0.00,1.00,-8.26,None,-0.05,0.00,False,False,False,none
4,31,-7.41,6.73,0.00,100.00,0.00,1.00,-8.26,None,-0.05,0.00,False,False,False,none
4,32,-7.42,6.72,0.00,100.00,0.00,1.00,-8.26,None,-0.05,0.00,False,False,False,none
4,33,-7.43,6.71,0.00,100.00,0.00,1.00,-8.26,None,-0.05,0.00,False,False,False,none
4,34,-7.45,6.70,0.00,100.00,0.00,1.00,-8.26,None,-0.06,0.00,False,False,False,none
4,35,-7.46,6.69,0.00,100.00,0.00,1.00,-8.26,None,-0.06,0.00,False,False,False,none
4,36,-7.47,6.69,0.00,100.00,0.00,1.00,-8.26,None,-0.06,0.00,False,False,False,none
4,37,-7.49,6.68,0.00,100.00,0.00,1.00,-8.26,None,-0.06,0.00,False,False,False,none
4,38,-7.50,6.67,0.00,100.00,0.00,1.00,-8.26,None,-0.06,0.00,False,False,False,none
4,39,-7.51,6.66,0.00,100.00,0.00,1.00,-8.26,None,-0.06,0.00,False,False,False,none
4,40,-7.53,6.65,0.00,100.00,0.00,1.00,-8.26,None,-0.07,0.00,False,False,False,none
4,41,-7.54,6.64,0.00,100.00,0.00,1.00,-8.26,None,-0.07,0.00,False,False,False,none
4,42,-7.55,6.63,0.00,100.00,0.00,1.00,-8.26,None,-0.07,0.00,False,False,False,none
4,43,-7.57,6.62,0.00,100.00,0.00,1.00,-8.26,None,-0.07,0.00,False,False,False,none
4,44,-7.58,6.61,0.00,100.00,0.00,1.00,-8.26,None,-0.07,0.00,False,False,False,none
4,45,-7.59,6.60,0.00,100.00,0.00,1.00,-8.26,None,-0.07,0.00,False,False,False,none
4,46,-7.61,6.60,0.00,100.00,0.00,1.00,-8.26,None,-0.08,0.00,False,False,False,none
4,47,-7.62,6.59,0.00,100.00,0.00,1.00,-8.26,None,-0.08,0.00,False,False,False,none
4,48,-7.63,6.58,0.00,100.00,0.00,1.00,-8.26,None,-0.08,0.00,False,False,False,none
4,49,-7.65,6.57,0.00,100.00,0.00,1.00,-8.26,None,-0.08,0.00,False,False,False,none
4,50,-7.66,6.56,0.00,100.00,0.00,1.00,-8.26,None,-0.08,0.00,False,False,False,none
4,51,-7.68,6.55,0.00,100.00,0.00,1.00,-8.26,None,-0.09,0.00,False,False,False,none
4,52,-7.69,6.54,0.00,100.00,0.00,1.00,-8.26,None,-0.09,0.00,False,False,False,none
4,53,-7.70,6.53,0.00,100.00,0.00,1.00,-8.26,None,-0.09,0.00,False,False,False,none
4,54,-7.72,6.52,0.00,100.00,0.00,1.00,-8.26,None,-0.09,0.00,False,False,False,none
4,55,-7.73,6.51,0.00,100.00,0.00,1.00,-8.26,None,-0.09,0.00,False,False,False,none
4,56,-7.74,6.51,0.00,100.00,0.00,1.00,-8.26,None,-0.09,0.00,False,False,False,none
4,57,-7.76,6.50,0.00,100.00,0.00,1.00,-8.26,None,-0.10,0.00,False,False,False,none
4,58,-7.77,6.49,0.00,100.00,0.00,1.00,-8.26,None,-0.10,0.00,False,False,False,none
4,59,-7.78,6.48,0.00,100.00,0.00,1.00,-8.26,None,-0.10,0.00,False,False,False,none
4,60,-7.80,6.47,0.00,100.00,0.00,1.00,-8.26,None,-0.10,0.00,False,False,False,none
4,61,-7.81,6.46,0.00,100.00,0.00,1.00,-8.26,None,-0.10,0.00,False,False,False,none
4,62,-7.82,6.45,0.00,100.00,0.00,1.00,-8.26,None,-0.10,0.00,False,False,False,none
4,63,-7.84,6.44,0.00,100.00,0.00,1.00,-8.26,None,-0.11,0.00,False,False,False,none
4,64,-7.85,6.43,0.00,100.00,0.00,1.00,-8.26,None,-0.11,0.00,False,False,False,none
4,65,-7.86,6.42,0.00,100.00,0.00,1.00,-8.26,None,-0.11,0.00,False,False,False,none
4,66,-7.88,6.42,0.00,100.00,0.00,1.00,-8.26,None,-0.11,0.00,False,False,False,none
4,67,-7.89,6.41,0.00,100.00,0.00,1.00,-8.26,None,-0.11,0.00,False,False,False,none
4,68,-8.03,6.40,0.00,100.00,0.00,1.00,-8.26,None,-0.11,0.00,False,False,False,none
4,69,-8.07,6.39,0.00,100.00,0.00,1.00,-8.26,None,-0.13,0.00,False,False,False,none
4,70,-8.11,6.38,0.00,100.00,0.00,1.00,-8.26,None,-0.14,0.00,False,False,False,none
4,71,-8.16,6.37,0.00,100.00,0.00,1.00,-8.26,None,-0.14,0.00,False,False,False,none
4,72,-8.20,6.36,0.00,100.00,0.00,1.00,-8.26,None,-0.15,0.00,False,False,False,none
4,73,-8.24,6.35,0.00,100.00,0.00,1.00,-8.26,None,-0.15,0.00,False,False,False,none
4,74,-8.32,6.34,0.00,100.00,0.00,1.00,-8.26,None,-0.16,0.00,False,False,False,none
4,75,-8.39,6.33,0.00,100.00,0.00,1.00,-8.26,None,-0.17,0.00,False,False,False,none
4,76,-8.46,6.33,0.00,100.00,0.00,1.00,-8.26,None,-0.18,0.00,False,False,False,none
4,77,-8.60,6.32,0.00,100.00,0.00,1.00,-8.26,None,-0.19,0.00,False,False,False,none
4,78,-8.70,6.31,0.00,100.00,0.00,1.00,-8.26,None,-0.20,0.00,False,False,False,none
4,79,-8.81,6.30,0.00,100.00,0.00,1.00,-8.26,None,-0.22,0.00,False,False,False,none
4,80,-8.94,6.29,0.00,100.00,0.00,1.00,-8.26,None,-0.23,0.00,False,False,False,none
4,81,-9.10,6.28,0.00,100.00,0.00,1.00,-8.26,None,-0.24,0.00,False,False,False,none
4,82,-9.27,6.27,0.00,100.00,0.00,1.00,-8.26,None,-0.27,0.00,False,False,False,none
4,83,-9.43,6.26,0.00,100.00,0.00,1.00,-8.26,None,-0.29,0.00,False,False,False,none
4,84,-9.60,6.25,0.00,100.00,0.00,1.00,-8.26,None,-0.31,0.00,False,False,False,none
4,85,-9.76,6.24,0.00,100.00,0.00,1.00,-8.26,None,-0.33,0.00,False,False,False,none
4,86,-9.92,6.24,0.00,100.00,0.00,1.00,-8.26,None,-0.35,0.00,False,False,False,none
4,87,-10.09,6.23,0.00,100.00,0.00,1.00,-8.26,None,-0.37,0.00,False,False,False,none
4,88,-10.25,6.22,0.00,100.00,0.00,1.00,-8.26,None,-0.39,0.00,False,False,False,none
4,89,-10.41,6.21,0.00,100.00,0.00,1.00,-8.26,None,-0.41,0.00,False,False,False,none
4,90,-10.58,6.20,0.00,100.00,0.00,1.00,-8.26,None,-0.43,0.00,False,False,False,none
4,91,-10.74,6.19,0.00,100.00,0.00,1.00,-8.26,None,-0.45,0.00,False,False,False,none
4,92,-10.90,6.18,0.00,100.00,0.00,1.00,-8.26,None,-0.47,0.00,False,False,False,none
4,93,-11.07,6.17,0.00,100.00,0.00,1.00,-8.26,None,-0.49,0.00,False,False,False,none
4,94,-11.23,6.16,0.00,100.00,0.00,1.00,-8.26,None,-0.51,0.00,False,False,False,none
4,95,-11.39,6.15,0.00,100.00,0.00,1.00,-8.26,None,-0.53,0.00,False,False,False,none
4,96,-11.56,6.15,0.00,100.00,0.00,1.00,-8.26,None,-0.55,0.00,False,False,False,none
4,97,-11.72,6.14,0.00,100.00,0.00,1.00,-8.26,None,-0.57,0.00,False,False,False,none
4,98,-11.88,6.13,0.00,100.00,0.00,1.00,-8.26,None,-0.59,0.00,False,False,False,none
4,99,-12.05,6.12,0.00,100.00,0.00,1.00,-8.26,None,-0.61,0.00,False,False,False,none
4,100,-12.21,6.11,0.00,100.00,0.00,1.00,-8.26,None,-0.63,0.00,False,False,False,none
4,101,-12.37,6.10,0.00,100.00,0.00,1.00,-8.26,None,-0.65,0.00,False,False,False,none
4,102,-12.54,6.09,0.00,100.00,0.00,1.00,-8.26,None,-0.67,0.00,False,False,False,none
4,103,-12.70,6.08,0.00,100.00,0.00,1.00,-8.26,None,-0.69,0.00,False,False,False,none
4,104,-12.87,6.07,0.00,100.00,0.00,1.00,-8.26,None,-0.71,0.00,False,False,False,none
4,105,-13.03,6.06,0.00,100.00,0.00,1.00,-8.26,None,-0.73,0.00,False,False,False,none
4,106,-13.19,6.06,0.00,100.00,0.00,1.00,-8.26,None,-0.75,0.00,False,False,False,none
4,107,-13.36,6.05,0.00,100.00,0.00,1.00,-8.26,None,-0.78,0.00,False,False,False,none
4,108,-13.52,6.04,0.00,100.00,0.00,1.00,-8.26,None,-0.80,0.00,False,False,False,none
4,109,-13.68,6.03,0.00,100.00,0.00,1.00,-8.26,None,-0.82,0.00,False,False,False,none
4,110,-13.85,6.02,0.00,100.00,0.00,1.00,-8.26,None,-0.84,0.00,False,False,False,none
4,111,-14.01,6.01,0.00,100.00,0.00,1.00,-8.26,None,-0.86,0.00,False,False,False,none
4,112,-14.17,6.00,0.00,100.00,0.00,1.00,-8.26,None,-0.88,0.00,False,False,False,none
4,113,-14.34,5.99,0.00,100.00,0.00,1.00,-8.26,None,-0.90,0.00,False,False,False,none
4,114,-14.50,5.98,0.00,100.00,0.00,1.00,-8.26,None,-0.92,0.00,False,False,False,none
4,115,-14.66,5.97,0.00,100.00,0.00,1.00,-8.26,None,-0.94,0.00,False,False,False,none
4,116,-14.83,5.97,0.00,100.00,0.00,1.00,-8.26,None,-0.96,0.00,False,False,False,none
4,117,-14.99,5.96,0.00,100.00,0.00,1.00,-8.26,None,-0.98,0.00,False,False,False,none
4,118,-15.15,5.95,0.00,100.01,0.00,1.00,-8.26,None,-1.00,0.00,True,False,False,none
4,119,-15.15,5.95,0.00,100.01,0.00,1.00,-8.26,,-1.00,0.00,True,False,False,none
5,1,-7.00,7.00,0.00,100.00,0.00,1.00,-12.00,None,-1.00,0.00,False,False,False,none
5,2,-7.16,6.99,0.00,100.00,0.00,1.00,-12.00,None,0.00,0.00,False,False,False,none
