Episode,Step,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType
1,17,-0.23,-0.15,-1.00,100.00,10.72,1.00,45.58,Forward,-0.06,0.00,False,False,False,none
1,18,-0.24,-0.16,-1.06,100.00,11.61,1.00,43.93,Forward,-0.07,1.87,False,False,False,none
1,19,-0.26,-0.17,-1.12,100.00,12.49,1.00,42.28,Forward,-0.07,1.87,False,False,False,none
1,20,-0.27,-0.18,-1.18,100.00,13.37,1.00,40.63,Right,-0.08,1.87,False,False,False,none
1,21,-0.28,-0.19,-1.24,100.00,13.37,1.00,40.63,Forward,-0.08,0.00,False,False,False,none
1,22,-0.30,-0.20,-1.30,100.00,13.51,1.00,38.76,Forward,-0.09,1.87,False,False,False,none
1,23,-0.31,-0.21,-1.36,100.00,13.65,1.00,36.89,Forward,-0.09,1.87,False,False,False,none
1,24,-0.32,-0.22,-1.42,100.00,13.78,1.00,35.02,Forward,-0.09,1.87,False,False,False,none
1,25,-0.34,-0.23,-1.48,100.00,13.92,1.00,33.16,Forward,-0.10,1.87,False,False,False,none
1,26,-0.35,-0.23,-1.54,100.00,14.05,1.00,31.29,Forward,-0.10,1.87,False,False,False,none
1,27,-0.36,-0.24,-1.60,100.00,14.19,1.00,29.42,Forward,-0.11,1.87,False,False,False,none
1,28,-0.38,-0.25,-1.66,100.00,14.33,1.00,27.56,Forward,-0.11,1.87,False,False,False,none
1,29,-0.39,-0.26,-1.72,100.00,14.46,1.00,25.69,Left,-0.11,1.87,False,False,False,none
1,30,-0.41,-0.27,-1.78,100.00,14.46,1.00,25.69,Left,-0.12,0.00,False,False,False,none
1,31,-0.42,-0.28,-1.83,100.00,14.46,1.00,25.69,Left,-0.12,0.00,False,False,False,none
1,32,-0.43,-0.29,-1.89,100.00,14.46,1.00,25.69,Forward,-0.13,0.00,False,False,False,none
1,33,-0.45,-0.30,-1.95,100.00,16.28,1.00,25.24,Forward,-0.13,1.87,False,False,False,none
1,34,-0.46,-0.31,-2.01,100.00,18.10,1.00,24.80,Forward,-0.13,1.87,False,False,False,none
1,35,-0.47,-0.32,-2.06,100.00,19.92,1.00,24.35,Forward,-0.14,1.87,False,False,False,none
1,36,-0.49,-0.32,-2.12,100.00,21.73,1.00,23.90,Forward,-0.14,1.87,False,False,False,none
1,37,-0.50,-0.33,-2.18,100.00,23.55,1.00,23.45,Left,-0.15,1.87,False,False,False,none
1,38,-0.51,-0.34,-2.24,100.00,23.55,1.00,23.45,Left,-0.15,0.00,False,False,False,none
1,39,-0.53,-0.35,-2.29,100.00,23.55,1.00,23.45,Forward,-0.15,0.00,False,False,False,none
1,40,-0.54,-0.36,-2.35,100.00,24.17,1.00,23.62,Forward,-0.16,0.64,False,False,False,none
1,41,-0.55,-0.37,-2.41,100.00,24.31,1.00,23.31,None,-0.16,0.33,False,False,False,none
1,42,-0.57,-0.38,-2.46,100.00,24.31,1.00,23.31,Left,-0.17,0.00,False,False,False,none
1,43,-0.58,-0.39,-2.52,100.00,24.31,1.00,23.31,None,-0.17,0.00,False,False,False,none
1,44,-0.59,-0.40,-2.57,100.00,24.31,1.00,23.31,None,-0.17,0.00,False,False,False,none
1,45,-0.61,-0.41,-2.63,100.00,24.31,1.00,23.31,None,-0.18,0.00,False,False,False,none
1,46,-0.62,-0.41,-2.69,100.00,24.31,1.00,23.31,None,-0.18,0.00,False,False,False,none
1,47,-0.63,-0.42,-2.74,100.00,24.31,1.00,23.31,None,-0.19,0.00,False,False,False,none
1,48,-0.65,-0.43,-2.80,100.00,24.31,1.00,23.31,None,-0.19,0.00,False,False,False,none
1,49,-0.66,-0.44,-2.85,100.00,24.31,1.00,23.31,Forward,-0.19,0.00,False,False,False,none
1,50,-0.67,-0.45,-2.91,100.00,24.35,1.00,23.46,None,-0.20,0.15,False,False,False,none
1,51,-0.69,-0.46,-2.96,100.00,24.35,1.00,23.46,None,-0.20,0.00,False,False,False,none
1,52,-0.70,-0.47,-3.02,100.00,24.35,1.00,23.46,None,-0.20,0.00,False,False,False,none
1,53,-0.72,-0.48,-3.07,100.00,24.35,1.00,23.46,None,-0.21,0.00,False,False,False,none
1,54,-0.73,-0.49,-3.12,100.00,24.35,1.00,23.46,None,-0.21,0.00,False,False,False,none
1,55,-0.74,-0.50,-3.18,100.00,24.35,1.00,23.46,None,-0.22,0.00,False,False,False,none
1,56,-0.76,-0.50,-3.23,100.00,24.35,1.00,23.46,Eat,-0.22,0.00,False,False,False,none
1,57,-0.77,0.49,-3.29,100.00,24.35,1.00,23.46,None,-0.22,0.00,False,False,True,pond
1,58,-0.78,0.48,-3.34,100.00,24.35,1.00,23.46,None,-0.23,0.00,False,False,False,none
1,59,-0.80,0.47,-3.39,100.00,24.35,1.00,23.46,None,-0.23,0.00,False,False,False,none
1,60,-0.81,0.46,-3.45,100.00,24.35,1.00,23.46,Right,-0.23,0.00,False,False,False,none
1,61,-0.82,0.45,-3.50,100.00,24.35,1.00,23.46,Right,-0.24,0.00,False,False,False,none
1,62,-0.84,0.44,-3.55,100.00,24.35,1.00,23.46,Right,-0.24,0.00,False,False,False,none
1,63,-0.85,0.43,-3.60,100.00,24.35,1.00,23.46,Right,-0.25,0.00,False,False,False,none
1,64,-0.86,0.42,-3.66,100.00,24.35,1.00,23.46,Right,-0.25,0.00,False,False,False,none
1,65,-0.88,0.41,-3.71,100.00,24.35,1.00,23.46,Forward,-0.25,0.00,False,False,False,none
1,66,-0.89,0.41,-3.76,100.00,25.23,1.00,21.81,Forward,-0.26,1.87,False,False,False,none
1,67,-0.90,0.40,-3.81,100.00,26.11,1.00,20.16,Forward,-0.26,1.87,False,False,False,none
1,68,-0.92,0.39,-3.87,100.00,27.00,1.00,18.51,Forward,-0.26,1.87,False,False,False,none
1,69,-0.93,0.38,-3.92,100.00,27.88,1.00,16.86,Left,-0.27,1.87,False,False,False,none
1,70,-0.94,0.37,-3.97,100.00,27.88,1.00,16.86,Forward,-0.27,0.00,False,False,False,none
1,71,-0.96,0.36,-4.02,100.00,29.36,1.00,15.71,Forward,-0.27,1.87,False,False,False,none
1,72,-0.97,0.35,-4.07,100.00,30.84,1.00,14.57,Forward,-0.28,1.87,False,False,False,none
1,73,-0.99,0.34,-4.12,100.00,32.31,1.00,13.42,Forward,-0.28,1.87,False,False,False,none
1,74,-1.00,0.33,-4.16,100.00,33.79,1.00,12.27,Forward,-0.28,1.87,False,False,False,none
1,75,-1.01,0.32,-4.20,100.00,35.27,1.00,11.12,Left,-0.29,1.87,False,False,False,none
1,76,-1.03,0.32,-4.24,100.00,35.27,1.00,11.12,Forward,-0.29,0.00,False,False,False,none
1,77,-1.04,0.31,-4.27,100.00,37.09,1.00,10.67,Forward,-0.29,1.87,False,False,False,none
1,78,-1.05,0.30,-4.31,100.00,38.91,1.00,10.23,Forward,-0.29,1.87,False,False,False,none
1,79,-1.07,0.29,-4.34,100.00,40.72,1.00,9.78,Left,-0.30,1.87,False,False,False,none
1,80,-1.08,0.28,-4.37,100.00,40.72,1.00,9.78,Left,-0.30,0.00,False,False,False,none
1,81,-1.09,0.27,-4.41,100.00,40.72,1.00,9.78,Forward,-0.30,0.00,False,False,False,none
1,82,-1.11,0.26,-4.43,100.00,41.56,1.00,10.82,None,-0.30,1.33,False,False,False,none
1,83,-1.12,0.25,-4.44,100.00,41.56,1.00,10.82,None,-0.30,0.00,False,False,False,none
1,84,-1.13,0.24,-4.45,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,85,-1.15,0.23,-4.47,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,86,-1.16,0.23,-4.48,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,87,-1.17,0.22,-4.49,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,88,-1.19,0.21,-4.50,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,89,-1.20,0.20,-4.51,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,90,-1.21,0.19,-4.52,100.00,41.56,1.00,10.82,None,-0.31,0.00,False,False,False,none
1,91,-1.23,0.18,-4.57,100.00,-42.90,1.00,-38.10,None,-0.31,97.60,False,False,False,none
1,92,-1.24,0.17,-4.62,100.00,-43.40,1.00,-41.90,None,-0.32,3.83,False,False,False,none
1,93,-1.26,0.16,-4.67,100.00,-36.80,1.00,-37.10,None,-0.32,8.16,False,False,False,none
1,94,-1.27,0.15,-4.71,100.00,-36.80,1.00,-37.10,None,-0.32,0.00,False,False,False,none
1,95,-1.28,0.14,-4.75,100.00,-36.80,1.00,-37.10,None,-0.33,0.00,False,False,False,none
1,96,-1.30,0.14,-4.80,100.00,-36.80,1.00,-37.10,None,-0.33,0.00,False,False,False,none
1,97,-1.31,0.13,-4.84,100.00,-36.80,1.00,-37.10,None,-0.33,0.00,False,False,False,none
1,98,-1.32,0.12,-4.88,100.00,-36.80,1.00,-37.10,None,-0.33,0.00,False,False,False,none
1,99,-1.34,0.11,-4.93,100.00,-36.80,1.00,-37.10,None,-0.34,0.00,False,False,False,none
1,100,-1.35,0.10,-4.97,100.00,-36.80,1.00,-37.10,Forward,-0.34,0.00,False,False,False,none
1,101,-1.36,0.09,-5.00,100.00,-35.25,1.00,-36.05,Left,-0.34,1.87,False,False,False,none
1,102,-1.38,0.08,-5.04,100.00,-35.25,1.00,-36.05,Forward,-0.35,0.00,False,False,False,none
1,103,-1.39,0.07,-5.07,100.00,-34.26,1.00,-34.46,Forward,-0.35,1.87,False,False,False,none
1,104,-1.40,0.06,-5.11,100.00,-33.97,1.00,-33.85,Left,-0.35,0.68,False,False,False,none
1,105,-1.42,0.05,-5.14,100.00,-33.97,1.00,-33.85,None,-0.35,0.00,False,False,False,none
1,106,-1.43,0.05,-5.18,100.00,-33.97,1.00,-33.85,None,-0.36,0.00,False,False,False,none
1,107,-1.44,0.04,-5.21,100.00,-33.97,1.00,-33.85,None,-0.36,0.00,False,False,False,none
1,108,-1.46,0.03,-5.25,100.00,-33.97,1.00,-33.85,None,-0.36,0.00,False,False,False,none
1,109,-1.47,0.02,-5.28,100.00,-33.97,1.00,-33.85,None,-0.36,0.00,False,False,False,none
1,110,-1.48,0.01,-5.31,100.00,-33.97,1.00,-33.85,None,-0.37,0.00,False,False,False,none
1,111,-1.50,0.00,-5.35,100.00,-33.97,1.00,-33.85,None,-0.37,0.00,False,False,False,none
1,112,-1.51,-0.01,-5.38,100.00,-33.97,1.00,-33.85,None,-0.37,0.00,False,False,False,none
1,113,-1.53,-0.02,-5.42,100.00,-33.97,1.00,-33.85,None,-0.37,0.00,False,False,False,none
1,114,-1.54,-0.03,-5.45,100.00,-33.97,1.00,-33.85,Eat,-0.38,0.00,False,False,False,none
1,115,1.45,-0.04,-5.48,100.00,-33.97,1.00,-33.85,None,-0.38,0.00,False,False,True,food
1,116,1.43,-0.04,-5.52,100.00,-33.97,1.00,-33.85,None,-0.38,0.00,False,False,False,none
1,117,1.42,-0.05,-5.55,100.00,-33.97,1.00,-33.85,None,-0.38,0.00,False,False,False,none
1,118,1.41,-0.06,-5.58,100.00,-33.97,1.00,-33.85,None,-0.38,0.00,False,False,False,none
1,119,1.39,-0.07,-5.62,100.00,-33.97,1.00,-33.85,None,-0.38,0.00,False,False,False,none
1,120,1.38,-0.08,-5.65,100.00,-33.97,1.00,-33.85,None,-0.39,0.00,False,False,False,none
1,121,1.37,-0.09,-5.68,100.00,-33.97,1.00,-33.85,None,-0.39,0.00,False,False,False,none
1,122,1.35,-0.10,-5.71,100.00,-33.97,1.00,-33.85,None,-0.39,0.00,False,False,False,none
1,123,1.34,-0.11,-5.75,100.00,-33.97,1.00,-33.85,None,-0.39,0.00,False,False,False,none
1,124,1.33,-0.12,-5.78,100.00,-33.97,1.00,-33.85,None,-0.39,0.00,False,False,False,none
1,125,1.31,-0.13,-5.81,100.00,-33.97,1.00,-33.85,None,-0.40,0.00,False,False,False,none
1,126,1.30,-0.13,-5.84,100.00,-33.97,1.00,-33.85,None,-0.40,0.00,False,False,False,none
1,127,1.29,-0.14,-5.88,100.00,-33.97,1.00,-33.85,None,-0.40,0.00,False,False,False,none
1,128,1.27,-0.15,-5.91,100.00,-33.97,1.00,-33.85,None,-0.40,0.00,False,False,False,none
1,129,1.26,-0.16,-5.94,100.00,-33.97,1.00,-33.85,None,-0.40,0.00,False,False,False,none
1,130,1.25,-0.17,-5.97,100.00,-33.97,1.00,-33.85,None,-0.40,0.00,False,False,False,none
1,131,1.23,-0.18,-6.00,100.00,-33.97,1.00,-33.85,None,-0.41,0.00,False,False,False,none
1,132,1.22,-0.19,-6.04,100.00,-33.97,1.00,-33.85,None,-0.41,0.00,False,False,False,none
1,133,1.20,-0.20,-6.07,100.00,-33.97,1.00,-33.85,None,-0.41,0.00,False,False,False,none
1,134,1.19,-0.21,-6.10,100.00,-33.97,1.00,-33.85,None,-0.41,0.00,False,False,False,none
1,135,1.18,-0.22,-6.13,100.00,-33.97,1.00,-33.85,None,-0.41,0.00,False,False,False,none
1,136,1.16,-0.22,-6.17,100.00,-6.80,1.00,-12.50,None,-0.42,34.56,False,False,False,none
1,137,1.15,-0.23,-6.22,100.00,19.61,1.00,-3.40,None,-0.42,27.94,False,False,False,none
1,138,1.14,-0.24,-6.26,100.00,33.00,1.00,-2.10,None,-0.42,13.45,False,False,False,none
1,139,1.12,-0.25,-6.31,100.00,33.00,1.00,-2.10,None,-0.42,0.00,False,False,False,none
1,140,1.11,-0.26,-6.35,100.00,33.00,1.00,-2.10,None,-0.43,0.00,False,False,False,none
1,141,1.10,-0.27,-6.39,100.00,33.00,1.00,-2.10,None,-0.43,0.00,False,False,False,none
1,142,1.08,-0.28,-6.44,100.00,33.00,1.00,-2.10,None,-0.43,0.00,False,False,False,none
1,143,1.07,-0.29,-6.48,100.00,33.00,1.00,-2.10,None,-0.44,0.00,False,False,False,none
1,144,1.06,-0.30,-6.52,100.00,33.00,1.00,-2.10,None,-0.44,0.00,False,False,False,none
1,145,1.04,-0.31,-6.57,100.00,33.00,1.00,-2.10,None,-0.44,0.00,False,False,False,none
1,146,1.03,-0.31,-6.61,100.00,33.00,1.00,-2.10,None,-0.44,0.00,False,False,False,none
1,147,1.02,-0.32,-6.65,100.00,33.00,1.00,-2.10,None,-0.45,0.00,False,False,False,none
1,148,1.00,-0.33,-6.70,100.00,33.00,1.00,-2.10,None,-0.45,0.00,False,False,False,none
1,149,0.99,-0.34,-6.74,100.00,33.00,1.00,-2.10,None,-0.45,0.00,False,False,False,none
1,150,0.98,-0.35,-6.78,100.00,33.00,1.00,-2.10,Right,-0.45,0.00,False,False,False,none
1,151,0.96,-0.36,-6.82,100.00,33.00,1.00,-2.10,Right,-0.46,0.00,False,False,False,none
1,152,0.95,-0.37,-6.87,100.00,33.00,1.00,-2.10,Forward,-0.46,0.00,False,False,False,none
1,153,0.93,-0.38,-6.91,100.00,34.55,1.00,-1.05,Right,-0.46,1.87,False,False,False,none
1,154,0.92,-0.39,-6.95,100.00,34.55,1.00,-1.05,Right,-0.47,0.00,False,False,False,none
1,155,0.91,-0.40,-6.99,100.00,34.55,1.00,-1.05,Forward,-0.47,0.00,False,False,False,none
1,156,0.89,-0.40,-7.03,100.00,36.37,1.00,-1.50,Forward,-0.47,1.87,False,False,False,none
1,157,0.88,-0.41,-7.07,100.00,38.18,1.00,-1.94,Forward,-0.47,1.87,False,False,False,none
1,158,0.87,-0.42,-7.12,100.00,40.00,1.00,-2.39,Left,-0.48,1.87,False,False,False,none
1,159,0.85,-0.43,-7.16,100.00,40.00,1.00,-2.39,Left,-0.48,0.00,False,False,False,none
1,160,0.84,-0.44,-7.20,100.00,40.00,1.00,-2.39,Forward,-0.48,0.00,False,False,False,none
1,161,0.83,-0.45,-7.24,100.00,41.55,1.00,-1.34,Forward,-0.48,1.87,False,False,False,none
1,162,0.81,-0.46,-7.28,100.00,42.27,1.00,-0.87,Forward,-0.49,0.86,False,False,False,none
1,163,0.80,-0.47,-7.32,96.38,42.25,1.00,-0.89,Forward,-0.49,0.02,False,False,False,none
1,164,0.79,-0.48,-7.36,93.48,42.25,1.00,-0.89,Forward,-0.49,0.00,False,False,False,none
1,165,0.77,-0.49,-7.40,90.59,42.25,1.00,-0.89,Forward,-0.50,0.00,False,False,False,none
1,166,0.76,-0.49,-7.44,87.70,42.25,1.00,-0.89,Forward,-0.51,0.00,False,False,False,none
1,167,0.75,-0.50,-7.48,84.81,42.25,1.00,-0.89,Forward,-0.51,0.00,False,False,False,none
1,168,0.73,-0.51,-7.52,81.92,42.25,1.00,-0.89,Forward,-0.52,0.00,False,False,False,none
1,169,0.72,-0.52,-7.56,79.03,42.25,1.00,-0.89,Forward,-0.54,0.00,False,False,False,none
1,170,0.71,-0.53,-7.60,76.14,42.25,1.00,-0.89,Forward,-0.55,0.00,False,False,False,none
1,171,0.69,-0.54,-7.64,73.25,42.25,1.00,-0.89,Forward,-0.56,0.00,False,False,False,none
1,172,0.68,-0.55,-7.68,70.36,42.25,1.00,-0.89,Forward,-0.58,0.00,False,False,False,none
1,173,0.66,-0.56,-7.72,67.47,42.25,1.00,-0.89,Forward,-0.59,0.00,False,False,False,none
1,174,0.65,-0.57,-7.76,64.59,42.25,1.00,-0.89,Forward,-0.61,0.00,False,False,False,none
1,175,0.64,-0.58,-7.80,61.70,42.25,1.00,-0.89,Forward,-0.63,0.00,False,False,False,none
1,176,0.62,-0.58,-7.84,58.82,42.25,1.00,-0.89,Forward,-0.65,0.00,False,False,False,none
1,177,0.61,-0.59,-7.88,55.93,42.25,1.00,-0.89,Forward,-0.67,0.00,False,False,False,none
1,178,0.60,-0.60,-7.92,53.05,42.25,1.00,-0.89,Forward,-0.69,0.00,False,False,False,none
1,179,0.58,-0.61,-7.95,50.16,42.25,1.00,-0.89,Forward,-0.71,0.00,False,False,False,none
1,180,0.57,-0.62,-7.99,47.28,42.25,1.00,-0.89,Forward,-0.73,0.00,False,False,False,none
1,181,0.56,-0.63,-8.03,44.40,42.25,1.00,-0.89,Forward,-0.75,0.00,False,False,False,none
1,182,0.54,-0.64,-8.07,41.51,42.25,1.00,-0.89,Forward,-0.77,0.00,False,False,False,none
1,183,0.53,-0.65,-8.11,38.63,42.25,1.00,-0.89,Forward,-0.80,0.00,False,False,False,none
1,184,0.52,-0.66,-8.15,35.75,42.25,1.00,-0.89,Forward,-0.82,0.00,False,False,False,none
1,185,0.50,-0.67,-8.18,32.87,42.25,1.00,-0.89,Forward,-0.84,0.00,False,False,False,none
1,186,0.49,-0.67,-8.22,29.99,42.25,1.00,-0.89,Forward,-0.87,0.00,False,False,False,none
1,187,0.48,-0.68,-8.26,27.11,42.25,1.00,-0.89,Forward,-0.89,0.00,False,False,False,none
1,188,0.46,-0.69,-8.30,24.23,42.25,1.00,-0.89,Forward,-0.92,0.00,False,False,False,none
1,189,0.45,-0.70,-8.33,21.36,42.25,1.00,-0.89,Forward,-0.94,0.00,False,False,False,none
1,190,0.44,-0.71,-8.37,18.48,42.25,1.00,-0.89,Forward,-0.96,0.00,False,False,False,none
1,191,0.42,-0.72,-8.41,15.60,42.25,1.00,-0.89,Forward,-0.99,0.00,False,False,False,none
1,192,0.41,-0.73,-8.45,12.73,42.25,1.00,-0.89,Forward,-1.01,0.00,False,False,False,none
1,193,0.39,-0.74,-8.48,9.85,42.25,1.00,-0.89,Forward,-1.04,0.00,False,False,False,none
1,194,0.38,-0.75,-8.52,6.98,42.26,1.00,-0.89,Forward,-1.07,0.00,False,False,False,none
1,195,0.37,-0.76,-8.56,4.11,42.26,1.00,-0.89,Forward,-1.09,0.00,False,False,False,none
1,196,0.35,-0.76,-8.59,1.23,42.26,1.00,-0.89,Forward,-1.12,0.00,False,False,False,none
1,197,0.34,-0.77,-8.63,-1.64,42.26,1.00,-0.89,,-1.14,0.00,True,False,False,none
2,1,0.00,0.00,0.00,100.00,-12.25,1.00,-15.24,None,-1.14,0.00,False,False,False,none
2,2,-0.01,-0.01,-0.06,100.00,-12.25,1.00,-15.24,None,0.00,0.00,False,False,False,none
