Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
1,93,-0.66,0.00,-0.69,1,0,-8.24,6.17,0.00,100.00,0,27.96,36.56,6.45,26.88,1.08,ResourceConsumed,0,0
2,74,-0.67,-0.66,-0.69,1,0,-7.99,6.34,0.00,95.01,2,43.24,28.38,13.51,12.16,1.35,ResourceConsumed,0,0
3,57,-0.67,-0.66,-0.68,1,0,-7.76,6.50,0.00,98.26,4,42.11,31.58,10.53,12.28,1.75,ResourceConsumed,0,0
4,64,-0.67,-0.66,-0.68,1,0,-7.85,6.43,0.00,100.00,0,51.56,23.44,10.94,10.94,1.56,ResourceConsumed,0,0
5,30,-0.66,-0.66,-0.68,1,0,-7.39,6.74,0.00,100.00,0,36.67,43.33,6.67,6.67,3.33,ResourceConsumed,0,0
6,47,-0.67,-0.66,-0.67,1,0,-7.62,6.59,0.00,100.00,0,38.30,40.43,8.51,8.51,2.13,ResourceConsumed,0,0
7,42,-0.67,-0.66,-0.67,1,0,-7.55,6.63,0.00,100.00,0,47.62,30.95,7.14,9.52,2.38,ResourceConsumed,0,0
8,37,-0.66,-0.66,-0.67,1,0,-7.49,6.68,0.00,100.00,0,43.24,35.14,8.11,8.11,2.70,ResourceConsumed,0,0
9,87,-0.67,-0.66,-0.69,1,0,-8.16,6.23,0.00,96.30,4,44.83,29.89,10.34,11.49,2.30,ResourceConsumed,0,0
10,29,-0.66,-0.66,-0.69,1,0,-7.38,6.75,0.00,100.00,0,31.03,44.83,6.90,10.34,3.45,ResourceConsumed,0,0
