Episode,GlobalStep,EpisodeStep,FoodLevel,WaterLevel,ThermoLevel,HealthLevel,PositionX,PositionY,PositionZ,Action,Reward,DistanceTraveled,IsEpisodeEnd,HasCollision,ResourceConsumed,ConsumedResourceType,HasEvent,EventType
1,1,1,-0.03,-0.03,0.00,100.00,-45.06,1.00,2.80,None,0.00,0.00,False,False,False,none,False,
1,2,2,-0.06,-0.06,0.04,100.00,-45.06,1.00,2.80,None,0.00,0.00,False,False,False,none,False,
1,3,3,-0.09,-0.09,0.07,100.00,-45.06,1.00,2.80,None,-0.01,0.00,False,False,False,none,False,
1,4,4,-0.12,-0.12,0.11,100.00,-45.06,1.00,2.80,None,-0.01,0.00,False,False,False,none,False,
1,5,5,-0.15,-0.15,0.14,100.00,-45.06,1.00,2.80,None,-0.01,0.00,False,False,False,none,False,
1,6,6,-0.18,-0.18,0.18,100.00,-45.06,1.00,2.80,None,-0.02,0.00,False,False,False,none,False,
1,7,7,-0.21,-0.21,0.22,100.00,-45.06,1.00,2.80,None,-0.02,0.00,False,False,False,none,False,
1,8,8,-0.24,-0.24,0.25,100.00,-45.06,1.00,2.80,None,-0.02,0.00,False,False,False,none,False,
1,9,9,-0.27,-0.27,0.29,100.00,-45.06,1.00,2.80,Right,-0.03,0.00,False,False,False,none,False,
1,10,10,-0.30,-0.30,0.32,100.00,-45.06,1.00,2.80,Right,-0.03,0.00,False,False,False,none,False,
1,11,11,-0.33,-0.33,0.36,100.00,-45.06,1.00,2.80,None,-0.04,0.00,False,False,False,none,False,
1,12,12,-0.36,-0.36,0.39,100.00,-45.06,1.00,2.80,Forward,-0.04,0.00,False,False,False,none,False,
1,13,13,-0.39,-0.39,0.43,100.00,-43.38,1.00,3.61,Right,-0.04,1.87,False,False,False,none,False,
1,14,14,-0.42,-0.42,0.46,100.00,-43.38,1.00,3.61,Right,-0.05,0.00,False,False,False,none,False,
1,15,15,-0.45,-0.45,0.50,100.00,-43.38,1.00,3.61,None,-0.05,0.00,False,False,False,none,False,
1,16,16,-0.48,-0.48,0.54,100.00,-43.38,1.00,3.61,None,-0.05,0.00,False,False,False,none,False,
1,17,17,-0.51,-0.51,0.57,100.00,-43.38,1.00,3.61,Left,-0.06,0.00,False,False,False,none,False,
1,18,18,-0.54,-0.54,0.61,100.00,-43.38,1.00,3.61,None,-0.06,0.00,False,False,False,none,False,
1,19,19,-0.57,-0.57,0.64,100.00,-43.38,1.00,3.61,Forward,-0.06,0.00,False,False,False,none,False,
1,20,20,-0.60,-0.60,0.68,100.00,-41.51,1.00,3.67,None,-0.07,1.87,False,False,False,none,False,
1,21,21,-0.63,-0.63,0.71,100.00,-41.51,1.00,3.67,None,-0.07,0.00,False,False,False,none,False,
1,22,22,-0.66,-0.66,0.75,100.00,-41.51,1.00,3.67,Forward,-0.08,0.00,False,False,False,none,False,
1,23,23,-0.69,-0.69,0.79,100.00,-40.07,1.00,3.72,None,-0.08,1.44,False,False,False,none,False,
1,24,24,-0.72,-0.72,0.82,100.00,-40.07,1.00,3.72,Right,-0.08,0.00,False,False,False,none,False,
1,25,25,-0.75,-0.75,0.86,100.00,-40.07,1.00,3.72,None,-0.09,0.00,False,False,False,none,False,
1,26,26,-0.78,-0.78,0.90,100.00,-40.07,1.00,3.72,None,-0.09,0.00,False,False,False,none,False,
1,27,27,-0.81,-0.81,0.94,100.00,-40.07,1.00,3.72,Forward,-0.09,0.00,False,False,False,none,False,
1,28,28,-0.84,-0.84,0.97,100.00,-39.35,1.00,3.43,None,-0.10,0.78,False,False,False,none,False,
1,29,29,-0.87,-0.87,1.01,100.00,-39.35,1.00,3.43,None,-0.10,0.00,False,False,False,none,False,
1,30,30,-0.90,-0.90,1.05,100.00,-39.35,1.00,3.43,None,-0.11,0.00,False,False,False,none,False,
1,31,31,-0.93,-0.93,1.08,100.00,-39.35,1.00,3.43,Forward,-0.11,0.00,False,False,False,none,False,
1,32,32,-0.96,-0.96,1.12,100.00,-37.93,1.00,2.84,Forward,-0.11,1.54,False,False,False,none,False,
1,33,33,-0.99,-0.99,1.16,100.00,-37.27,1.00,2.57,None,-0.12,0.71,False,False,False,none,False,
1,34,34,-1.02,-1.02,1.20,100.00,-37.27,1.00,2.57,None,-0.12,0.00,False,False,False,none,False,
1,35,35,-1.05,-1.05,1.23,100.00,-37.27,1.00,2.57,None,-0.12,0.00,False,False,False,none,False,
1,36,36,-1.08,-1.08,1.27,100.00,-37.27,1.00,2.57,Forward,-0.13,0.00,False,False,False,none,False,
1,37,37,-1.11,-1.11,1.31,100.00,-35.54,1.00,1.87,None,-0.13,1.87,False,False,False,none,False,
1,38,38,-1.14,-1.14,1.35,100.00,-35.54,1.00,1.87,None,-0.14,0.00,False,False,False,none,False,
1,39,39,-1.17,-1.17,1.38,100.00,-35.54,1.00,1.87,None,-0.14,0.00,False,False,False,none,False,
1,40,40,-1.20,-1.20,1.42,100.00,-35.54,1.00,1.87,Left,-0.14,0.00,False,False,False,none,False,
1,41,41,-1.23,-1.23,1.46,100.00,-35.54,1.00,1.87,None,-0.15,0.00,False,False,False,none,False,
1,42,42,-1.26,-1.26,1.49,100.00,-35.54,1.00,1.87,Forward,-0.15,0.00,False,False,False,none,False,
1,43,43,-1.29,-1.29,1.53,100.00,-33.66,1.00,1.93,Forward,-0.16,1.87,False,False,False,none,False,
1,44,44,-1.32,-1.32,1.56,100.00,-33.43,1.00,1.82,None,-0.16,0.26,False,False,False,none,False,
