Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
1,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,3.68,1.34,88.96,4.01,2.01,MaxStepReached,0,0
2,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,2.01,90.64,2.68,2.68,MaxStepReached,0,0
3,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,2.34,91.30,2.01,2.34,MaxStepReached,0,0
4,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.34,2.34,92.98,1.34,2.01,MaxStepReached,0,0
5,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.34,2.01,95.65,0.33,0.67,MaxStepReached,0,0
6,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.34,1.67,91.64,3.01,1.34,MaxStepReached,0,0
7,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,2.01,93.31,2.01,1.00,MaxStepReached,0,0
8,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.34,3.01,93.65,1.34,0.67,MaxStepReached,0,0
9,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.34,3.01,92.98,1.34,1.34,MaxStepReached,0,0
10,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,3.68,1.67,90.97,1.34,2.34,MaxStepReached,0,0
11,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,0.67,0.67,94.31,1.67,2.68,MaxStepReached,0,0
12,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,2.01,89.97,2.68,3.68,MaxStepReached,0,0
13,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,1.34,91.97,2.34,2.68,MaxStepReached,0,0
14,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,1.34,91.97,2.01,3.01,MaxStepReached,0,0
15,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.34,1.34,91.97,1.34,3.01,MaxStepReached,0,0
16,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,3.01,3.01,88.63,2.34,3.01,MaxStepReached,0,0
17,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,2.01,92.64,2.01,1.34,MaxStepReached,0,0
18,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,0.67,2.34,92.64,0.67,3.68,MaxStepReached,0,0
19,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,0.33,2.34,93.31,3.01,1.00,MaxStepReached,0,0
20,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,3.01,2.01,91.64,2.34,1.00,MaxStepReached,0,0
21,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,1.34,89.97,2.34,4.35,MaxStepReached,0,0
22,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.68,1.00,92.98,2.34,1.00,MaxStepReached,0,0
23,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,0.67,91.30,1.67,4.68,MaxStepReached,0,0
24,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.34,2.68,88.63,3.01,3.34,MaxStepReached,0,0
25,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.68,2.68,92.64,1.34,0.67,MaxStepReached,0,0
26,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,2.34,92.31,3.01,0.67,MaxStepReached,0,0
27,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.67,3.34,91.97,1.34,1.67,MaxStepReached,0,0
28,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,0.67,4.01,88.96,2.01,4.35,MaxStepReached,0,0
29,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,3.01,1.34,91.64,2.01,2.01,MaxStepReached,0,0
30,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,1.00,1.34,92.64,2.68,2.34,MaxStepReached,0,0
31,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,0.67,2.01,90.64,3.34,3.34,MaxStepReached,0,0
32,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,2.34,92.64,1.67,1.34,MaxStepReached,0,0
33,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,1.34,91.30,3.01,2.34,MaxStepReached,0,0
34,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.01,1.67,91.97,1.34,3.01,MaxStepReached,0,0
35,300,-0.26,0.00,-0.52,0,0,-11.04,4.31,0.00,100.00,0,2.34,1.34,93.31,2.34,0.67,MaxStepReached,0,0
