Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
1,73,-0.06,0.00,-0.13,1,0,-7.97,6.35,0.00,98.31,4,41.10,26.03,12.33,13.70,5.48,ResourceConsumed,0,0
2,49,-0.04,0.00,-0.13,1,0,-7.65,6.57,0.00,100.00,0,42.86,32.65,8.16,10.20,4.08,ResourceConsumed,0,0
3,78,-0.07,0.00,-0.13,1,0,-8.04,6.31,0.00,99.33,0,51.28,26.92,8.97,10.26,1.28,ResourceConsumed,0,0
4,62,-0.06,0.00,-0.13,1,0,-7.82,6.45,0.00,100.00,0,48.39,25.81,9.68,11.29,3.23,ResourceConsumed,0,0
5,52,-0.05,0.00,-0.11,1,0,-7.69,6.54,0.00,100.00,0,42.31,26.92,13.46,11.54,3.85,ResourceConsumed,0,0
6,54,-0.05,0.00,-0.09,1,0,-7.72,6.52,0.00,100.00,0,38.89,27.78,16.67,12.96,1.85,ResourceConsumed,0,0
7,41,-0.04,0.00,-0.09,1,0,-7.54,6.64,0.00,100.00,0,41.46,39.02,7.32,7.32,2.44,ResourceConsumed,0,0
8,40,-0.04,0.00,-0.07,1,0,-7.53,6.65,0.00,100.00,0,37.50,40.00,5.00,10.00,5.00,ResourceConsumed,0,0
9,45,-0.04,0.00,-0.08,1,0,-7.59,6.60,0.00,100.00,0,46.67,33.33,6.67,8.89,2.22,ResourceConsumed,0,0
10,43,-0.04,0.00,-0.08,1,0,-7.57,6.62,0.00,100.00,0,37.21,41.86,6.98,6.98,4.65,ResourceConsumed,0,0
