Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
3,147,-0.11,0.00,-0.20,0,1,5.03,-8.31,0.00,94.39,2,3.40,57.14,34.01,2.04,2.72,ResourceConsumed,0,0
5,398,-0.26,0.00,-0.51,1,0,1.64,-10.57,0.00,97.24,2,3.52,54.52,34.67,4.52,2.51,ResourceConsumed,0,0
7,404,-0.26,0.00,-0.52,0,1,1.56,-10.63,0.00,99.22,1,5.69,53.22,34.65,4.95,1.24,ResourceConsumed,0,0
9,310,-0.20,0.00,-0.40,0,1,2.83,-9.78,0.00,100.00,0,3.23,55.48,37.10,2.90,0.97,ResourceConsumed,0,0
11,237,-0.15,0.00,-0.30,0,1,3.81,-9.12,0.00,100.00,0,2.53,59.49,31.22,4.64,1.69,ResourceConsumed,0,0
13,384,-0.25,0.00,-0.49,0,1,1.83,-10.45,0.00,100.00,1,5.21,50.00,32.81,9.11,2.60,ResourceConsumed,0,0
15,341,-0.22,0.00,-0.44,0,1,2.41,-10.06,0.00,99.22,1,2.35,56.01,36.95,2.05,2.35,ResourceConsumed,0,0
17,400,-0.26,0.00,-0.51,0,1,1.61,-10.59,0.00,97.43,2,5.75,52.75,35.50,5.00,0.75,ResourceConsumed,0,0
19,289,-0.18,0.00,-0.37,1,0,3.11,-9.59,0.00,100.00,0,4.15,56.06,29.76,9.00,0.69,ResourceConsumed,0,0
21,338,-0.22,0.00,-0.43,0,1,2.45,-10.03,0.00,100.00,0,4.44,55.62,30.18,7.40,2.07,ResourceConsumed,0,0
23,463,-0.30,0.00,-0.59,0,1,0.76,-11.16,0.00,100.00,0,5.83,53.35,34.13,4.75,1.73,ResourceConsumed,0,0
25,242,-0.15,0.00,-0.31,0,1,3.75,-9.17,0.00,100.00,0,3.72,54.96,35.54,3.72,1.65,ResourceConsumed,0,0
27,258,-0.16,0.00,-0.33,0,1,3.53,-9.31,0.00,100.00,1,4.26,49.22,39.92,3.88,2.33,ResourceConsumed,0,0
29,346,-0.22,0.00,-0.44,0,1,2.34,-10.10,0.00,100.00,0,3.47,54.62,35.55,5.20,0.87,ResourceConsumed,0,0
31,447,-0.35,0.00,-0.62,0,1,0.98,-11.01,0.00,74.71,9,6.04,53.69,32.89,5.82,1.34,ResourceConsumed,0,0
33,394,-0.25,0.00,-0.50,1,0,1.69,-10.54,0.00,100.00,1,2.79,54.31,33.25,6.60,2.79,ResourceConsumed,0,0
35,490,-0.36,0.00,-0.65,1,0,0.40,-11.40,0.00,84.70,9,10.41,50.20,26.73,10.41,2.04,ResourceConsumed,0,0
37,357,-0.23,0.00,-0.46,0,1,2.19,-10.20,0.00,98.94,1,4.20,55.46,33.61,4.20,2.24,ResourceConsumed,0,0
39,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,6.21,48.30,34.67,9.62,1.20,MaxStepReached,0,0
41,460,-0.30,0.00,-0.64,0,1,0.80,-11.13,0.00,100.00,1,5.65,56.52,32.61,3.48,1.52,ResourceConsumed,0,0
43,320,-0.21,0.00,-0.41,0,1,2.69,-9.87,0.00,96.72,2,4.38,53.44,37.19,3.75,0.94,ResourceConsumed,0,0
45,457,-0.29,0.00,-0.58,1,0,0.84,-11.10,0.00,100.00,1,5.03,45.73,35.67,9.63,3.72,ResourceConsumed,0,0
47,242,-0.15,0.00,-0.31,0,1,3.75,-9.17,0.00,100.00,0,6.20,52.07,33.06,7.02,1.24,ResourceConsumed,0,0
49,378,-0.25,0.00,-0.49,0,1,1.91,-10.39,0.00,94.14,4,3.44,55.29,31.22,7.67,2.12,ResourceConsumed,0,0
51,490,-0.32,0.00,-0.64,0,1,0.40,-11.40,0.00,87.13,7,8.37,52.65,32.65,5.10,1.02,ResourceConsumed,0,0
53,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,5.21,44.29,37.68,10.62,2.20,MaxStepReached,0,0
55,472,-0.30,0.00,-0.64,0,1,0.64,-11.24,0.00,97.46,2,8.90,49.58,32.42,6.99,1.91,ResourceConsumed,0,0
57,360,-0.23,0.00,-0.46,0,1,2.15,-10.23,0.00,95.33,3,4.17,53.06,32.50,7.50,2.50,ResourceConsumed,0,0
59,371,-0.24,0.00,-0.47,0,1,2.00,-10.33,0.00,100.00,0,3.77,53.64,36.39,3.50,2.43,ResourceConsumed,0,0
61,439,-0.38,0.00,-1.14,0,0,1.07,-10.95,0.00,-1.38,36,10.27,50.91,26.48,10.27,2.05,HealthLevelTooLow,0,0
63,450,-0.29,0.00,-0.58,0,1,0.94,-11.04,0.00,100.00,1,5.33,55.33,32.00,5.11,2.00,ResourceConsumed,0,0
65,314,-0.20,0.00,-0.40,0,1,2.77,-9.82,0.00,97.61,1,3.82,54.46,36.62,2.55,2.23,ResourceConsumed,0,0
67,329,-0.21,0.00,-0.42,1,0,2.57,-9.95,0.00,97.50,1,3.65,57.45,31.91,5.17,1.52,ResourceConsumed,0,0
69,399,-0.26,0.00,-0.51,0,1,1.63,-10.58,0.00,100.00,0,5.51,47.37,35.84,7.52,3.51,ResourceConsumed,0,0
71,359,-0.23,0.00,-0.46,0,1,2.17,-10.22,0.00,100.00,0,5.01,53.20,33.70,5.29,2.51,ResourceConsumed,0,0
73,348,-0.22,0.00,-0.44,1,0,2.32,-10.12,0.00,99.14,2,5.46,52.30,32.76,7.18,2.01,ResourceConsumed,0,0
75,274,-0.18,0.00,-0.35,0,1,3.31,-9.46,0.00,99.38,1,5.47,53.28,35.77,2.19,2.92,ResourceConsumed,0,0
77,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,1,8.62,49.90,35.47,5.21,0.80,MaxStepReached,0,0
79,431,-0.30,0.00,-0.64,0,1,1.19,-10.87,0.00,84.89,7,6.73,53.36,31.32,6.73,1.62,ResourceConsumed,0,0
81,500,-0.35,0.00,-0.68,0,0,0.26,-11.49,0.00,78.35,9,11.22,50.70,31.86,5.61,0.60,MaxStepReached,0,0
83,368,-0.24,0.00,-0.68,0,1,2.05,-10.30,0.00,100.00,0,4.62,54.08,34.24,5.43,1.36,ResourceConsumed,0,0
85,486,-0.31,0.00,-0.62,0,1,0.45,-11.36,0.00,100.00,0,4.73,51.23,39.71,2.67,1.44,ResourceConsumed,0,0
87,389,-0.25,0.00,-0.50,0,1,1.76,-10.49,0.00,100.00,0,4.63,53.73,31.11,7.71,2.57,ResourceConsumed,0,0
89,475,-0.30,0.00,-0.61,0,1,0.60,-11.27,0.00,97.58,2,7.79,53.47,32.63,4.42,1.47,ResourceConsumed,0,0
91,353,-0.23,0.00,-0.46,1,0,2.25,-10.17,0.00,89.38,5,3.97,53.54,32.86,7.37,1.98,ResourceConsumed,0,0
93,472,-0.30,0.00,-0.60,0,1,0.64,-11.24,0.00,100.00,1,5.93,55.51,33.26,4.24,0.85,ResourceConsumed,0,0
95,419,-0.27,0.00,-0.54,1,0,1.36,-10.76,0.00,100.00,0,5.01,53.70,30.55,8.83,1.67,ResourceConsumed,0,0
97,365,-0.23,0.00,-0.47,0,1,2.09,-10.28,0.00,99.82,1,4.11,53.15,32.88,7.95,1.64,ResourceConsumed,0,0
99,288,-0.18,0.00,-0.37,0,1,3.13,-9.58,0.00,100.00,0,3.82,51.04,37.50,5.21,2.08,ResourceConsumed,0,0
101,408,-0.26,0.00,-0.52,0,1,1.51,-10.66,0.00,100.00,1,5.15,53.68,34.80,5.15,0.98,ResourceConsumed,0,0
103,500,-0.32,0.00,-0.65,0,0,0.26,-11.49,0.00,89.16,1,5.21,53.71,33.07,7.21,0.80,MaxStepReached,0,0
105,368,-0.24,0.00,-0.65,0,1,2.05,-10.30,0.00,99.00,2,4.35,52.45,35.60,4.62,2.72,ResourceConsumed,0,0
107,500,-0.32,0.00,-0.65,0,0,0.26,-11.49,0.00,89.09,0,3.61,66.13,24.05,5.01,1.20,MaxStepReached,0,0
109,267,-0.17,0.00,-0.65,0,1,3.41,-9.39,0.00,99.00,1,3.37,56.93,29.59,7.49,2.25,ResourceConsumed,0,0
111,282,-0.18,0.00,-0.36,0,1,3.21,-9.53,0.00,100.00,0,4.26,54.26,35.82,3.55,1.77,ResourceConsumed,0,0
113,407,-0.26,0.00,-0.52,1,0,1.52,-10.65,0.00,98.41,2,4.91,51.11,27.52,12.53,3.69,ResourceConsumed,0,0
115,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,95.79,2,9.22,51.10,33.27,4.41,2.00,MaxStepReached,0,0
117,314,-0.20,0.00,-0.64,1,0,2.77,-9.82,0.00,100.00,0,7.64,51.59,33.76,5.41,1.27,ResourceConsumed,0,0
119,365,-0.27,0.00,-0.51,0,1,2.09,-10.28,0.00,78.85,10,6.30,46.85,32.05,11.23,3.29,ResourceConsumed,0,0
121,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,2.81,43.69,38.08,13.83,1.60,MaxStepReached,0,0
123,443,-0.28,0.00,-0.64,0,1,1.03,-10.98,0.00,99.36,2,6.77,53.27,30.47,7.00,2.26,ResourceConsumed,0,0
125,412,-0.43,0.00,-1.00,0,1,1.45,-10.70,0.00,14.37,32,13.35,50.49,28.64,5.34,1.94,ResourceConsumed,0,0
127,389,-0.25,0.00,-0.50,0,1,1.76,-10.49,0.00,100.00,0,4.63,53.47,37.53,2.31,1.80,ResourceConsumed,0,0
129,292,-0.19,0.00,-0.37,0,1,3.07,-9.62,0.00,97.69,2,6.51,47.60,33.56,7.88,4.11,ResourceConsumed,0,0
131,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,9.82,53.31,31.26,4.41,1.20,MaxStepReached,0,0
133,371,-0.24,0.00,-0.64,0,1,2.00,-10.33,0.00,94.56,2,5.93,53.10,32.88,4.31,3.50,ResourceConsumed,0,0
135,329,-0.21,0.00,-0.42,0,1,2.57,-9.95,0.00,99.34,1,4.86,52.89,36.78,4.26,0.91,ResourceConsumed,0,0
137,316,-0.21,0.00,-0.40,0,1,2.75,-9.83,0.00,96.72,5,1.27,55.06,34.81,6.01,2.53,ResourceConsumed,0,0
139,306,-0.20,0.00,-0.39,0,1,2.88,-9.74,0.00,98.02,1,3.27,51.96,32.68,8.50,3.27,ResourceConsumed,0,0
141,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,9.42,44.29,29.66,14.03,2.61,MaxStepReached,0,0
143,135,-0.09,0.00,-0.64,0,1,5.19,-8.21,0.00,100.00,0,4.44,55.56,29.63,5.19,4.44,ResourceConsumed,0,0
145,315,-0.20,0.00,-0.40,0,1,2.76,-9.83,0.00,100.00,0,3.17,53.97,36.83,3.49,2.22,ResourceConsumed,0,0
147,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,7.01,44.69,33.67,12.83,1.80,MaxStepReached,0,0
149,351,-0.23,0.00,-0.64,0,1,2.27,-10.15,0.00,98.40,1,3.42,54.13,35.61,5.13,1.42,ResourceConsumed,0,0
151,379,-0.25,0.00,-0.49,0,1,1.90,-10.40,0.00,92.16,3,7.65,50.13,34.04,6.07,1.85,ResourceConsumed,0,0
153,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,10.02,49.70,32.87,6.01,1.40,MaxStepReached,0,0
155,322,-0.21,0.00,-0.64,0,1,2.67,-9.89,0.00,100.00,0,4.04,51.86,36.96,4.04,2.80,ResourceConsumed,0,0
157,293,-0.19,0.00,-0.37,1,0,3.06,-9.63,0.00,100.00,0,2.73,53.58,33.45,7.17,2.73,ResourceConsumed,0,0
159,272,-0.17,0.00,-0.35,0,1,3.34,-9.44,0.00,100.00,0,4.78,53.31,36.03,3.31,2.21,ResourceConsumed,0,0
161,417,-0.27,0.00,-0.53,0,1,1.38,-10.74,0.00,99.97,0,4.80,55.16,35.49,3.12,1.20,ResourceConsumed,0,0
163,239,-0.19,0.00,-0.35,0,1,3.79,-9.14,0.00,81.98,8,2.09,54.81,38.08,3.35,1.26,ResourceConsumed,0,0
165,385,-0.25,0.00,-0.49,0,1,1.82,-10.46,0.00,98.51,2,3.90,56.62,32.99,5.45,0.78,ResourceConsumed,0,0
167,339,-0.22,0.00,-0.43,0,1,2.44,-10.04,0.00,99.99,0,5.01,51.03,35.99,5.01,2.65,ResourceConsumed,0,0
169,391,-0.26,0.00,-0.51,1,0,1.73,-10.51,0.00,91.94,5,4.60,54.22,32.99,6.91,1.02,ResourceConsumed,0,0
171,286,-0.18,0.00,-0.37,0,1,3.15,-9.56,0.00,100.00,1,3.50,56.29,35.31,3.50,1.05,ResourceConsumed,0,0
173,344,-0.23,0.00,-0.45,0,1,2.37,-10.09,0.00,91.00,8,3.78,52.03,31.98,10.17,1.74,ResourceConsumed,0,0
175,391,-0.25,0.00,-0.50,0,1,1.73,-10.51,0.00,100.00,0,3.07,56.52,35.04,4.09,1.02,ResourceConsumed,0,0
177,269,-0.17,0.00,-0.34,0,1,3.38,-9.41,0.00,100.00,1,3.72,54.28,36.80,2.23,2.60,ResourceConsumed,0,0
179,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,7.41,52.51,32.46,5.61,2.00,MaxStepReached,0,0
181,458,-0.30,0.00,-0.64,1,0,0.83,-11.11,0.00,92.69,4,8.08,53.28,31.88,5.46,1.09,ResourceConsumed,0,0
183,436,-0.28,0.00,-0.56,0,1,1.13,-10.91,0.00,99.50,2,6.42,52.98,31.42,7.34,1.61,ResourceConsumed,0,0
185,296,-0.19,0.00,-0.38,0,1,3.02,-9.65,0.00,97.56,1,4.39,56.08,33.78,3.38,2.03,ResourceConsumed,0,0
187,306,-0.20,0.00,-0.39,0,1,2.88,-9.74,0.00,95.46,2,3.92,53.27,37.58,2.61,2.29,ResourceConsumed,0,0
189,377,-0.24,0.00,-0.48,0,1,1.92,-10.38,0.00,100.00,0,4.24,54.91,35.28,3.45,1.86,ResourceConsumed,0,0
191,377,-0.24,0.00,-0.48,0,1,1.92,-10.38,0.00,95.28,2,3.98,51.19,35.28,6.90,2.39,ResourceConsumed,0,0
193,432,-0.34,0.00,-0.59,0,1,1.18,-10.88,0.00,79.05,15,5.09,50.23,31.48,10.65,2.31,ResourceConsumed,0,0
195,448,-0.29,0.00,-0.57,1,0,0.97,-11.02,0.00,98.78,1,7.14,47.10,31.47,11.16,2.90,ResourceConsumed,0,0
197,471,-0.30,0.00,-0.60,0,1,0.65,-11.23,0.00,100.00,0,6.58,50.11,33.33,7.86,1.91,ResourceConsumed,0,0
199,185,-0.12,0.00,-0.24,0,1,4.52,-8.66,0.00,100.00,0,5.41,49.19,30.81,10.27,3.78,ResourceConsumed,0,0
201,319,-0.21,0.00,-0.41,0,1,2.71,-9.86,0.00,98.87,1,2.82,55.17,36.99,3.13,1.57,ResourceConsumed,0,0
203,308,-0.20,0.00,-0.39,0,1,2.86,-9.76,0.00,100.00,0,2.60,55.52,34.74,5.19,1.62,ResourceConsumed,0,0
205,321,-0.21,0.00,-0.41,1,0,2.68,-9.88,0.00,100.00,0,3.12,56.07,31.46,8.10,0.93,ResourceConsumed,0,0
207,260,-0.17,0.00,-0.34,0,1,3.50,-9.33,0.00,95.13,3,5.00,49.62,32.31,8.46,4.23,ResourceConsumed,0,0
209,315,-0.20,0.00,-0.40,0,1,2.76,-9.83,0.00,98.19,1,4.44,48.89,41.27,3.49,1.59,ResourceConsumed,0,0
211,464,-0.30,0.00,-0.59,0,1,0.75,-11.17,0.00,99.94,0,5.17,54.09,34.27,4.53,1.72,ResourceConsumed,0,0
213,500,-0.32,0.00,-0.64,0,0,0.26,-11.49,0.00,100.00,0,8.62,50.50,32.87,6.01,2.00,MaxStepReached,0,0
