Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
3,70,-0.20,0.00,-1.86,0,1,-7.08,6.95,0.00,100.00,0,2.90,57.97,21.74,8.70,7.25,ResourceConsumed,1,1
5,228,-0.54,0.00,-1.86,1,0,-7.76,6.50,0.00,100.00,0,3.96,49.78,31.28,5.73,8.81,ResourceConsumed,1,1
7,301,-0.52,0.00,-1.86,0,0,-7.90,6.40,0.00,100.00,0,9.36,39.13,29.10,6.35,16.05,MaxStepReached,1,1
9,234,-0.16,0.00,-1.81,0,1,3.85,-9.10,0.00,100.00,0,6.41,50.85,35.04,4.27,2.99,ResourceConsumed,0,0
11,301,-1.04,0.00,-1.86,0,0,-9.27,5.49,0.00,100.00,0,15.72,22.07,21.40,3.34,37.46,MaxStepReached,1,1
13,59,-0.28,0.00,-1.86,0,1,-7.09,6.94,0.00,100.00,0,8.62,50.00,20.69,10.34,8.62,ResourceConsumed,1,1
15,82,-0.31,0.00,-1.86,0,1,-7.16,6.89,0.00,100.00,0,7.41,50.62,20.99,11.11,8.64,ResourceConsumed,1,1
17,301,-1.27,0.00,-1.86,0,0,-9.88,5.08,0.00,100.00,0,4.01,15.72,26.42,18.73,35.12,MaxStepReached,1,1
19,188,-1.23,0.00,-1.86,0,1,-8.69,5.88,0.00,91.69,3,9.09,44.39,12.83,17.65,15.51,ResourceConsumed,1,1
21,93,-0.19,0.00,-1.86,0,1,-7.09,6.94,0.00,100.00,0,7.61,54.35,27.17,2.17,7.61,ResourceConsumed,1,1
23,153,-0.81,0.00,-1.86,0,1,-7.88,6.42,0.00,99.43,1,9.87,32.89,23.68,10.53,22.37,ResourceConsumed,1,1
25,117,-0.49,0.00,-1.86,0,1,-7.38,6.75,0.00,100.00,0,4.31,47.41,25.86,6.90,14.66,ResourceConsumed,1,1
27,123,-0.37,0.00,-1.86,0,1,-7.28,6.81,0.00,100.00,0,6.56,45.08,34.43,4.92,8.20,ResourceConsumed,1,1
29,51,-0.67,0.00,-1.86,0,1,-7.24,6.84,0.00,100.00,0,12.00,40.00,20.00,8.00,18.00,ResourceConsumed,1,1
31,194,-0.24,0.00,-1.86,0,1,-7.19,6.87,0.00,100.00,0,5.70,39.90,43.01,8.29,2.59,ResourceConsumed,1,1
33,139,-0.29,0.00,-1.86,0,1,-7.22,6.86,0.00,100.00,0,5.80,44.20,31.88,5.80,11.59,ResourceConsumed,1,1
35,262,-0.40,0.00,-1.86,0,1,-7.53,6.65,0.00,98.16,1,6.51,41.00,38.31,6.51,7.28,ResourceConsumed,1,1
37,74,-0.70,0.00,-1.86,0,1,-7.36,6.76,0.00,100.00,0,9.59,46.58,17.81,8.22,16.44,ResourceConsumed,1,1
39,301,-0.94,0.00,-1.86,0,0,-9.00,5.67,0.00,100.00,0,5.69,24.41,24.75,7.69,37.46,MaxStepReached,1,1
41,266,-0.22,0.00,-1.86,0,1,-7.09,6.94,0.00,100.00,0,1.51,52.45,36.60,5.66,3.40,ResourceConsumed,1,1
43,65,-0.93,0.00,-1.86,0,1,-7.43,6.71,0.00,100.00,0,10.94,25.00,18.75,7.81,35.94,ResourceConsumed,1,1
45,296,-0.35,0.00,-1.86,0,1,-7.42,6.72,0.00,100.00,0,5.76,47.80,33.22,5.42,7.46,ResourceConsumed,1,1
47,301,-0.34,0.00,-1.86,0,0,-7.41,6.73,0.00,100.00,0,4.35,46.15,33.44,7.69,8.36,MaxStepReached,1,1
49,197,-1.42,0.00,-1.86,0,1,-9.08,5.61,0.00,100.00,0,11.22,11.73,9.69,5.61,61.22,ResourceConsumed,1,1
51,160,-0.21,0.00,-1.86,0,1,-7.14,6.91,0.00,100.00,0,9.43,42.77,37.74,5.66,3.77,ResourceConsumed,1,1
53,187,-0.17,0.00,-1.86,0,1,-7.08,6.95,0.00,100.00,0,3.76,47.85,37.10,8.60,2.15,ResourceConsumed,1,1
55,194,-0.70,0.00,-1.86,0,1,-7.92,6.39,0.00,100.00,0,6.22,44.56,23.83,12.44,12.44,ResourceConsumed,1,1
57,262,-0.72,0.00,-1.86,1,0,-8.26,6.16,0.00,100.00,0,4.98,47.89,29.12,6.51,11.11,ResourceConsumed,1,1
59,301,-1.14,0.00,-1.86,0,0,-9.52,5.32,0.00,84.71,6,8.70,44.15,20.40,16.72,10.03,MaxStepReached,1,1
61,49,-0.25,0.00,-1.86,0,1,-7.07,6.96,0.00,100.00,0,12.50,43.75,22.92,6.25,12.50,ResourceConsumed,1,1
63,244,-0.77,0.00,-1.86,0,1,-8.28,6.15,0.00,98.28,1,13.99,34.16,23.87,3.29,24.28,ResourceConsumed,1,1
65,193,-0.27,0.00,-1.86,0,1,-7.23,6.85,0.00,100.00,0,7.29,43.23,32.81,5.73,10.42,ResourceConsumed,1,1
67,267,-0.27,0.00,-1.86,0,1,-7.23,6.85,0.00,100.00,0,2.26,46.62,40.98,4.14,5.64,ResourceConsumed,1,1
69,129,-0.49,0.00,-1.86,0,1,-7.42,6.72,0.00,100.00,0,7.81,41.41,26.56,10.94,12.50,ResourceConsumed,1,1
71,96,-0.46,0.00,-1.86,0,1,-7.30,6.80,0.00,100.00,0,6.32,36.84,31.58,8.42,15.79,ResourceConsumed,1,1
73,216,-0.24,0.00,-1.86,0,1,-7.18,6.88,0.00,100.00,0,3.26,52.09,35.81,5.12,3.26,ResourceConsumed,1,1
75,162,-0.31,0.00,-1.86,0,1,-7.27,6.82,0.00,100.00,0,4.35,45.34,37.89,5.59,6.21,ResourceConsumed,1,1
77,89,-0.67,0.00,-1.86,0,1,-7.42,6.72,0.00,100.00,0,3.41,39.77,30.68,5.68,19.32,ResourceConsumed,1,1
79,140,-0.87,0.00,-1.86,0,1,-7.86,6.42,0.00,100.00,0,20.86,28.78,20.86,5.04,23.74,ResourceConsumed,1,1
81,48,-0.49,0.00,-1.86,0,1,-7.16,6.89,0.00,100.00,0,12.77,42.55,23.40,10.64,8.51,ResourceConsumed,1,1
83,239,-0.30,0.00,-1.86,0,1,-7.30,6.80,0.00,100.00,0,5.46,49.16,33.19,5.46,6.30,ResourceConsumed,1,1
85,286,-1.03,0.00,-1.86,1,0,-9.12,5.59,0.00,95.58,2,7.72,45.61,17.89,10.18,18.25,ResourceConsumed,1,1
87,149,-0.83,0.00,-1.86,0,1,-7.88,6.42,0.00,100.00,0,12.16,29.05,24.32,10.81,22.97,ResourceConsumed,1,1
89,209,-0.27,0.00,-1.86,0,1,-7.24,6.84,0.00,100.00,0,7.21,48.56,31.25,6.25,6.25,ResourceConsumed,1,1
91,154,-0.85,0.00,-1.86,0,1,-7.93,6.38,0.00,100.00,0,11.11,28.10,20.92,6.54,32.68,ResourceConsumed,1,1
93,270,-0.37,0.00,-1.86,0,1,-7.47,6.69,0.00,100.00,0,5.95,50.56,28.25,3.35,11.52,ResourceConsumed,1,1
95,90,-0.84,0.00,-1.86,0,1,-7.54,6.64,0.00,100.00,0,10.11,35.96,21.35,13.48,17.98,ResourceConsumed,1,1
97,267,-0.34,0.00,-1.86,0,1,-7.41,6.73,0.00,100.00,0,4.14,42.11,40.23,4.14,9.02,ResourceConsumed,1,1
99,143,-0.36,0.00,-1.86,0,1,-7.30,6.80,0.00,95.54,2,2.82,41.55,41.55,4.93,8.45,ResourceConsumed,1,1
