Episode,TotalSteps,AvgReward,MaxReward,MinReward,FoodConsumed,WaterConsumed,FinalFoodLevel,FinalWaterLevel,FinalTempLevel,FinalHealthLevel,Collisions,None%,Forward%,Left%,Right%,Eat%,EpisodeEndType,TotalEvents,UniqueEventTypes
3,52,-0.04,0.00,-0.09,1,0,-7.69,6.54,0.00,100.00,0,28.85,25.00,17.31,13.46,13.46,ResourceConsumed,0,0
5,74,-0.06,0.00,-0.13,1,0,-7.99,6.34,0.00,100.00,0,21.62,36.49,16.22,17.57,6.76,ResourceConsumed,0,0
7,500,-0.43,0.00,-0.87,0,0,-13.74,2.51,0.00,100.00,0,11.02,42.69,24.05,14.23,8.02,MaxStepReached,0,0
9,173,-0.15,0.00,-0.87,1,0,-9.32,5.45,0.00,100.00,0,12.72,35.26,19.65,17.34,14.45,ResourceConsumed,0,0
11,80,-0.07,0.00,-0.14,0,1,-8.07,6.29,0.00,100.00,0,21.25,33.75,25.00,15.00,3.75,ResourceConsumed,0,0
13,98,-0.08,0.00,-0.17,0,1,-8.31,6.13,0.00,100.00,0,21.43,29.59,22.45,16.33,9.18,ResourceConsumed,0,0
15,34,-0.03,0.00,-0.06,1,0,-7.45,6.70,0.00,100.00,0,23.53,35.29,11.76,14.71,11.76,ResourceConsumed,0,0
17,68,-0.06,0.00,-0.12,0,1,-7.90,6.40,0.00,100.00,0,20.59,38.24,16.18,14.71,8.82,ResourceConsumed,0,0
19,146,-0.13,0.00,-0.25,1,0,-8.96,5.70,0.00,100.00,0,22.60,34.25,23.29,14.38,4.79,ResourceConsumed,0,0
21,257,-0.22,0.00,-0.44,1,0,-10.46,4.70,0.00,100.00,0,13.23,40.47,21.79,16.34,7.78,ResourceConsumed,0,0
23,25,-0.02,0.00,-0.04,1,0,-7.32,6.78,0.00,100.00,0,20.00,48.00,8.00,8.00,12.00,ResourceConsumed,0,0
25,194,-0.19,0.00,-0.37,1,0,-9.61,5.26,0.00,84.55,6,19.59,31.96,20.62,15.46,11.86,ResourceConsumed,0,0
27,201,-0.17,0.00,-0.35,1,0,-9.70,5.20,0.00,99.95,0,25.87,29.35,21.89,15.92,6.47,ResourceConsumed,0,0
29,115,-0.10,0.00,-0.20,0,1,-8.54,5.97,0.00,100.00,0,23.48,27.83,24.35,17.39,6.09,ResourceConsumed,0,0
31,100,-0.09,0.00,-0.17,0,1,-8.34,6.11,0.00,100.00,0,30.00,26.00,23.00,16.00,4.00,ResourceConsumed,0,0
